열차번호,호선,방향,역사명,급행코드,도착역,예정시간,실제시간,지연시간(분)
29,1,DOWN,동암,0,인천,2025-05-29 07:39:00,2025-05-29 07:39:34,0.5666666666666667
4422,4,UP,사당,0,불암산,2025-05-29 07:37:30,2025-05-29 07:39:34,2.066666666666667
16,1,UP,외대앞,0,동두천,2025-05-29 07:38:30,2025-05-29 07:39:36,1.1
1026,1,UP,개봉,1,용산,2025-05-29 07:38:30,2025-05-29 07:39:37,1.1166666666666667
8027,8,DOWN,수진,0,모란,2025-05-29 07:49:40,2025-05-29 07:39:39,-10.016666666666667
5522,5,UP,장한평,0,방화,2025-05-29 07:39:10,2025-05-29 07:39:40,0.5
5044,5,UP,고덕,0,방화,2025-05-29 07:39:10,2025-05-29 07:39:40,0.5
5032,5,UP,동대문역사문화공원,0,방화,2025-05-29 07:40:00,2025-05-29 07:39:40,-0.3333333333333333
4534,4,UP,중앙,0,불암산,2025-05-29 07:40:00,2025-05-29 07:39:41,-0.31666666666666665
6035,6,DOWN,대흥(서강대앞),0,신내,2025-05-29 07:38:40,2025-05-29 07:39:42,1.0333333333333334
416,1,UP,대방,0,청량리,2025-05-29 07:39:00,2025-05-29 07:39:42,0.7
6047,6,DOWN,불광,0,봉화산,2025-05-29 07:39:50,2025-05-29 07:39:42,-0.13333333333333333
608,1,UP,가산디지털단지,0,광운대,2025-05-29 07:40:00,2025-05-29 07:39:44,-0.26666666666666666
47,1,DOWN,창동,0,부평,2025-05-29 07:40:30,2025-05-29 07:39:47,-0.7166666666666667
3031,3,DOWN,남부터미널,0,오금,2025-05-29 07:38:30,2025-05-29 07:39:50,1.3333333333333333
3033,3,DOWN,고속터미널,0,오금,2025-05-29 07:38:30,2025-05-29 07:39:50,1.3333333333333333
3037,3,DOWN,약수,0,오금,2025-05-29 07:35:00,2025-05-29 07:39:51,4.85
3049,3,DOWN,홍제,0,오금,2025-05-29 07:39:30,2025-05-29 07:39:52,0.36666666666666664
1028,1,UP,부천,1,용산,2025-05-29 07:40:00,2025-05-29 07:39:53,-0.11666666666666667
7057,7,DOWN,내방,0,석남,2025-05-29 07:39:50,2025-05-29 07:39:53,0.05
7077,7,DOWN,노원,0,온수,2025-05-29 07:39:50,2025-05-29 07:39:53,0.05
7075,7,DOWN,하계,0,석남,2025-05-29 07:39:50,2025-05-29 07:39:53,0.05
7039,7,DOWN,춘의,0,석남,2025-05-29 07:37:20,2025-05-29 07:39:53,2.55
7029,7,DOWN,석남,0,석남,2025-05-29 07:37:00,2025-05-29 07:39:53,2.8833333333333333
411,1,DOWN,세류,0,서동탄,2025-05-29 07:32:30,2025-05-29 07:39:54,7.4
8046,8,UP,구리,0,별내,2025-05-29 07:50:00,2025-05-29 07:39:55,-10.083333333333334
8046,8,UP,장자호수공원,0,별내,2025-05-29 07:47:20,2025-05-29 07:39:55,-7.416666666666667
8023,8,DOWN,모란,0,모란,2025-05-29 07:40:00,2025-05-29 07:39:56,-0.06666666666666667
8033,8,DOWN,문정,0,모란,2025-05-29 07:49:40,2025-05-29 07:39:57,-9.716666666666667
801,1,DOWN,의정부,0,구로,2025-05-29 07:39:00,2025-05-29 07:39:59,0.9833333333333333
4523,4,DOWN,금정,0,오이도,2025-05-29 07:39:00,2025-05-29 07:39:59,0.9833333333333333
7028,7,UP,먹골,0,도봉산,2025-05-29 07:39:00,2025-05-29 07:40:03,1.05
7044,7,UP,장승배기,0,도봉산,2025-05-29 07:38:20,2025-05-29 07:40:03,1.7166666666666666
7066,7,UP,산곡,0,도봉산,2025-05-29 07:40:00,2025-05-29 07:40:03,0.05
7054,7,UP,천왕,0,도봉산,2025-05-29 07:39:20,2025-05-29 07:40:03,0.7166666666666667
7034,7,UP,건대입구,0,장암,2025-05-29 07:39:30,2025-05-29 07:40:03,0.55
7030,7,UP,면목,0,장암,2025-05-29 07:38:40,2025-05-29 07:40:03,1.3833333333333333
7026,7,UP,중계,0,장암,2025-05-29 07:39:20,2025-05-29 07:40:03,0.7166666666666667
7032,7,UP,중곡,0,도봉산,2025-05-29 07:39:50,2025-05-29 07:40:03,0.21666666666666667
7042,7,UP,남성,0,장암,2025-05-29 07:40:00,2025-05-29 07:40:03,0.05
6033,6,DOWN,삼각지,0,봉화산,2025-05-29 07:38:40,2025-05-29 07:40:05,1.4166666666666667
6041,6,DOWN,증산(명지대앞),0,봉화산,2025-05-29 07:39:50,2025-05-29 07:40:05,0.25
912,1,UP,가능,0,양주,2025-05-29 07:39:30,2025-05-29 07:40:05,0.5833333333333334
8031,8,DOWN,복정,0,모란,2025-05-29 07:47:50,2025-05-29 07:40:06,-7.733333333333333
4303,4,DOWN,동작,0,안산,2025-05-29 07:38:00,2025-05-29 07:40:07,2.1166666666666667
4019,4,DOWN,총신대입구(이수),0,사당,2025-05-29 07:38:00,2025-05-29 07:40:07,2.1166666666666667
623,1,DOWN,용산,0,신창,2025-05-29 07:38:30,2025-05-29 07:40:07,1.6166666666666667
4021,4,DOWN,이촌,0,사당,2025-05-29 07:38:30,2025-05-29 07:40:07,1.6166666666666667
8037,8,DOWN,몽촌토성(평화의문),0,모란,2025-05-29 07:49:30,2025-05-29 07:40:07,-9.383333333333333
51,1,DOWN,녹양,0,인천,2025-05-29 07:38:00,2025-05-29 07:40:07,2.1166666666666667
8041,8,DOWN,암사역사공원,0,모란,2025-05-29 07:49:00,2025-05-29 07:40:08,-8.866666666666667
4023,4,DOWN,동대문역사문화공원,0,사당,2025-05-29 07:34:00,2025-05-29 07:40:08,6.133333333333334
26,1,UP,구일,0,양주,2025-05-29 07:39:00,2025-05-29 07:40:08,1.1333333333333333
4533,4,DOWN,동대문,0,오이도,2025-05-29 07:35:30,2025-05-29 07:40:08,4.633333333333334
39,1,DOWN,노량진,0,인천,2025-05-29 07:39:00,2025-05-29 07:40:09,1.15
4025,4,DOWN,성신여대입구,0,사당,2025-05-29 07:33:00,2025-05-29 07:40:09,7.15
4305,4,DOWN,길음,0,안산,2025-05-29 07:39:30,2025-05-29 07:40:09,0.65
8045,8,DOWN,구리,0,모란,2025-05-29 07:50:50,2025-05-29 07:40:09,-10.683333333333334
8045,8,DOWN,동구릉,0,모란,2025-05-29 07:49:00,2025-05-29 07:40:09,-8.85
4031,4,DOWN,상계,0,사당,2025-05-29 07:37:30,2025-05-29 07:40:10,2.6666666666666665
3064,3,UP,안국,0,대화,2025-05-29 07:39:30,2025-05-29 07:40:11,0.6833333333333333
3066,3,UP,충무로,0,구파발,2025-05-29 07:38:30,2025-05-29 07:40:11,1.6833333333333333
3068,3,UP,약수,0,대화,2025-05-29 07:39:00,2025-05-29 07:40:11,1.1833333333333333
37,1,DOWN,개봉,0,인천,2025-05-29 07:44:30,2025-05-29 07:40:12,-4.3
7055,7,DOWN,남성,0,석남,2025-05-29 07:38:20,2025-05-29 07:40:13,1.8833333333333333
7035,7,DOWN,상동,0,석남,2025-05-29 07:36:10,2025-05-29 07:40:13,4.05
7061,7,DOWN,강남구청,0,석남,2025-05-29 07:39:40,2025-05-29 07:40:13,0.55
7041,7,DOWN,부천종합운동장,0,석남,2025-05-29 07:39:30,2025-05-29 07:40:13,0.7166666666666667
7033,7,DOWN,부평구청,0,석남,2025-05-29 07:38:00,2025-05-29 07:40:13,2.216666666666667
7031,7,DOWN,산곡,0,석남,2025-05-29 07:37:00,2025-05-29 07:40:13,3.216666666666667
7073,7,DOWN,태릉입구,0,온수,2025-05-29 07:39:20,2025-05-29 07:40:13,0.8833333333333333
970,1,UP,덕계,0,동두천,2025-05-29 07:40:00,2025-05-29 07:40:13,0.21666666666666667
757,1,DOWN,천안,0,천안,2025-05-29 07:39:30,2025-05-29 07:40:13,0.7166666666666667
7065,7,DOWN,어린이대공원(세종대),0,온수,2025-05-29 07:39:40,2025-05-29 07:40:13,0.55
951,1,DOWN,전곡,0,광운대,2025-05-29 07:39:30,2025-05-29 07:40:14,0.7333333333333333
3061,3,DOWN,원당,0,수서,2025-05-29 07:40:30,2025-05-29 07:40:14,-0.26666666666666666
8038,8,UP,별내,0,별내,2025-05-29 07:40:00,2025-05-29 07:40:15,0.25
3053,3,DOWN,연신내,0,수서,2025-05-29 07:40:00,2025-05-29 07:40:18,0.3
5042,5,UP,강동,0,방화,2025-05-29 07:39:40,2025-05-29 07:40:20,0.6666666666666666
5524,5,UP,광나루(장신대),0,방화,2025-05-29 07:40:20,2025-05-29 07:40:20,0.0
5034,5,UP,마장,0,방화,2025-05-29 07:39:50,2025-05-29 07:40:20,0.5
5518,5,UP,종로3가,0,방화,2025-05-29 07:39:50,2025-05-29 07:40:20,0.5
5510,5,UP,송정,0,방화,2025-05-29 07:39:40,2025-05-29 07:40:20,0.6666666666666666
5020,5,UP,개화산,0,방화,2025-05-29 07:39:00,2025-05-29 07:40:20,1.3333333333333333
5516,5,UP,공덕,0,방화,2025-05-29 07:40:10,2025-05-29 07:40:20,0.16666666666666666
4525,4,DOWN,대공원,0,오이도,2025-05-29 07:39:30,2025-05-29 07:40:20,0.8333333333333334
611,1,DOWN,배방,0,신창,2025-05-29 07:40:00,2025-05-29 07:40:21,0.35
31,1,DOWN,부개,0,인천,2025-05-29 07:40:00,2025-05-29 07:40:21,0.35
32,1,UP,동암,0,양주,2025-05-29 07:39:00,2025-05-29 07:40:22,1.3666666666666667
7060,7,UP,신중동,0,도봉산,2025-05-29 07:39:50,2025-05-29 07:40:23,0.55
7036,7,UP,강남구청,0,도봉산,2025-05-29 07:39:00,2025-05-29 07:40:23,1.3833333333333333
7062,7,UP,상동,0,도봉산,2025-05-29 07:40:20,2025-05-29 07:40:23,0.05
30,1,UP,부천,0,의정부,2025-05-29 07:38:00,2025-05-29 07:40:23,2.3833333333333333
4510,4,UP,상계,0,불암산,2025-05-29 07:36:00,2025-05-29 07:40:27,4.45
6039,6,DOWN,월드컵경기장(성산),0,신내,2025-05-29 07:40:00,2025-05-29 07:40:27,0.45
6037,6,DOWN,합정,0,봉화산,2025-05-29 07:39:20,2025-05-29 07:40:27,1.1166666666666667
6031,6,DOWN,약수,0,신내,2025-05-29 07:40:40,2025-05-29 07:40:27,-0.21666666666666667
412,1,UP,청량리,0,청량리,2025-05-29 07:37:30,2025-05-29 07:40:27,2.95
6029,6,DOWN,창신,0,봉화산,2025-05-29 07:40:40,2025-05-29 07:40:28,-0.2
6025,6,DOWN,태릉입구,0,봉화산,2025-05-29 07:40:50,2025-05-29 07:40:28,-0.36666666666666664
6,1,UP,지행,0,동두천,2025-05-29 07:40:30,2025-05-29 07:40:28,-0.03333333333333333
4514,4,UP,미아,0,불암산,2025-05-29 07:43:00,2025-05-29 07:40:28,-2.533333333333333
1905,1,DOWN,영등포,1,천안,2025-05-29 07:38:00,2025-05-29 07:40:29,2.4833333333333334
4306,4,UP,숙대입구,0,불암산,2025-05-29 07:39:30,2025-05-29 07:40:29,0.9833333333333333
4516,4,UP,충무로,0,불암산,2025-05-29 07:33:00,2025-05-29 07:40:29,7.483333333333333
5031,5,DOWN,신정(은행정),0,상일동,2025-05-29 07:40:50,2025-05-29 07:40:31,-0.31666666666666665
5543,5,DOWN,여의도,0,마천,2025-05-29 07:40:10,2025-05-29 07:40:31,0.35
5027,5,DOWN,마포,0,하남검단산,2025-05-29 07:40:10,2025-05-29 07:40:31,0.35
617,1,DOWN,의왕,0,천안,2025-05-29 07:40:00,2025-05-29 07:40:31,0.5166666666666667
5023,5,DOWN,신금호,0,하남검단산,2025-05-29 07:40:00,2025-05-29 07:40:31,0.5166666666666667
3029,3,DOWN,도곡,0,오금,2025-05-29 07:40:00,2025-05-29 07:40:33,0.55
3039,3,DOWN,동대입구,0,오금,2025-05-29 07:37:30,2025-05-29 07:40:34,3.066666666666667
3043,3,DOWN,종로3가,0,오금,2025-05-29 07:40:00,2025-05-29 07:40:34,0.5666666666666667
3047,3,DOWN,독립문,0,수서,2025-05-29 07:39:30,2025-05-29 07:40:35,1.0833333333333333
3050,3,UP,화정,0,대화,2025-05-29 07:40:00,2025-05-29 07:40:35,0.5833333333333334
18,1,UP,동묘앞,0,동두천,2025-05-29 07:40:30,2025-05-29 07:40:36,0.1
8052,8,UP,몽촌토성(평화의문),0,별내,2025-05-29 07:48:20,2025-05-29 07:40:36,-7.733333333333333
5015,5,DOWN,미사,0,하남검단산,2025-05-29 07:39:10,2025-05-29 07:40:39,1.4833333333333334
604,1,UP,종로5가,0,광운대,2025-05-29 07:32:30,2025-05-29 07:40:39,8.15
33,1,DOWN,소사,0,인천,2025-05-29 07:39:00,2025-05-29 07:40:39,1.65
37,1,DOWN,신도림,0,인천,2025-05-29 07:37:00,2025-05-29 07:40:39,3.65
4310,4,UP,금정,0,불암산,2025-05-29 07:41:00,2025-05-29 07:40:42,-0.3
1903,1,DOWN,수원,1,천안,2025-05-29 07:38:00,2025-05-29 07:40:44,2.7333333333333334
8058,8,UP,복정,0,별내,2025-05-29 07:49:30,2025-05-29 07:40:44,-8.766666666666667
1259,1,DOWN,영등포,1,부평,2025-05-29 07:40:30,2025-05-29 07:40:44,0.23333333333333334
7050,7,UP,남구로,0,도봉산,2025-05-29 07:40:50,2025-05-29 07:40:44,-0.1
28,1,UP,오류동,0,동두천,2025-05-29 07:40:30,2025-05-29 07:40:45,0.25
8060,8,UP,산성,0,별내,2025-05-29 07:50:30,2025-05-29 07:40:46,-9.733333333333333
8045,8,DOWN,다산,0,모란,2025-05-29 07:46:10,2025-05-29 07:40:47,-5.383333333333334
4536,4,UP,초지,0,불암산,2025-05-29 07:39:30,2025-05-29 07:40:51,1.35
5017,5,DOWN,굽은다리(강동구민회관앞),0,하남검단산,2025-05-29 07:41:00,2025-05-29 07:40:51,-0.15
7059,7,DOWN,반포,0,석남,2025-05-29 07:40:00,2025-05-29 07:40:54,0.9
7069,7,DOWN,사가정,0,온수,2025-05-29 07:40:50,2025-05-29 07:40:54,0.06666666666666667
3060,3,UP,홍제,0,대화,2025-05-29 07:40:00,2025-05-29 07:40:54,0.9
12,1,UP,도봉산,0,소요산,2025-05-29 07:40:30,2025-05-29 07:40:55,0.4166666666666667
625,1,DOWN,종로3가,0,신창,2025-05-29 07:40:00,2025-05-29 07:40:55,0.9166666666666666
3076,3,UP,교대,0,대화,2025-05-29 07:41:30,2025-05-29 07:40:56,-0.5666666666666667
3078,3,UP,매봉,0,대화,2025-05-29 07:39:30,2025-05-29 07:40:57,1.45
3080,3,UP,대치,0,대화,2025-05-29 07:40:00,2025-05-29 07:40:57,0.95
3082,3,UP,대청,0,구파발,2025-05-29 07:40:30,2025-05-29 07:40:57,0.45
419,1,DOWN,신길,0,병점,2025-05-29 07:39:00,2025-05-29 07:40:58,1.9666666666666666
45,1,DOWN,광운대,0,인천,2025-05-29 07:38:30,2025-05-29 07:40:59,2.4833333333333334
8,1,UP,양주,0,연천,2025-05-29 07:40:00,2025-05-29 07:41:00,1.0
3058,3,UP,불광,0,대화,2025-05-29 07:39:30,2025-05-29 07:41:01,1.5166666666666666
8035,8,DOWN,석촌,0,모란,2025-05-29 07:49:00,2025-05-29 07:41:03,-7.95
1037,1,DOWN,부천,1,동인천,2025-05-29 07:40:00,2025-05-29 07:41:05,1.0833333333333333
4301,4,DOWN,인덕원,0,안산,2025-05-29 07:39:00,2025-05-29 07:41:06,2.1
10,1,UP,의정부,0,동두천,2025-05-29 07:40:00,2025-05-29 07:41:06,1.1
4517,4,DOWN,초지,0,오이도,2025-05-29 07:39:00,2025-05-29 07:41:07,2.1166666666666667
34,1,UP,도화,0,연천,2025-05-29 07:41:30,2025-05-29 07:41:08,-0.36666666666666664
1035,1,DOWN,부평,1,동인천,2025-05-29 07:39:30,2025-05-29 07:41:09,1.65
4518,4,UP,명동,0,불암산,2025-05-29 07:39:00,2025-05-29 07:41:09,2.15
415,1,DOWN,당정,0,병점,2025-05-29 07:42:00,2025-05-29 07:41:10,-0.8333333333333334
5549,5,DOWN,송정,0,마천,2025-05-29 07:40:50,2025-05-29 07:41:11,0.35
5048,5,UP,미사,0,강동,2025-05-29 07:41:20,2025-05-29 07:41:11,-0.15
6047,6,DOWN,독바위,0,봉화산,2025-05-29 07:42:00,2025-05-29 07:41:11,-0.8166666666666667
25,1,DOWN,인천,0,인천,2025-05-29 07:39:30,2025-05-29 07:41:11,1.6833333333333333
5547,5,DOWN,화곡,0,마천,2025-05-29 07:40:50,2025-05-29 07:41:11,0.35
5033,5,DOWN,발산,0,하남검단산,2025-05-29 07:40:50,2025-05-29 07:41:11,0.35
5545,5,DOWN,양평,0,마천,2025-05-29 07:41:40,2025-05-29 07:41:11,-0.48333333333333334
6027,6,DOWN,월곡(동덕여대),0,신내,2025-05-29 07:40:50,2025-05-29 07:41:12,0.36666666666666664
6045,6,DOWN,구산,0,신내,2025-05-29 07:41:30,2025-05-29 07:41:12,-0.3
5531,5,DOWN,방이,0,마천,2025-05-29 07:41:20,2025-05-29 07:41:12,-0.13333333333333333
5529,5,DOWN,개롱,0,마천,2025-05-29 07:40:40,2025-05-29 07:41:12,0.5333333333333333
5533,5,DOWN,천호(풍납토성),0,마천,2025-05-29 07:40:30,2025-05-29 07:41:12,0.7
6035,6,DOWN,공덕,0,신내,2025-05-29 07:40:30,2025-05-29 07:41:12,0.7
3046,3,UP,마두,0,대화,2025-05-29 07:38:30,2025-05-29 07:41:13,2.716666666666667
7067,7,DOWN,중곡,0,석남,2025-05-29 07:40:20,2025-05-29 07:41:14,0.9
7053,7,DOWN,장승배기,0,석남,2025-05-29 07:39:10,2025-05-29 07:41:14,2.066666666666667
7705,7,DOWN,수락산,0,온수,2025-05-29 07:41:20,2025-05-29 07:41:14,-0.1
414,1,UP,종각,0,청량리,2025-05-29 07:37:30,2025-05-29 07:41:14,3.7333333333333334
7049,7,DOWN,가산디지털단지,0,석남,2025-05-29 07:39:20,2025-05-29 07:41:14,1.9
7037,7,DOWN,부천시청,0,석남,2025-05-29 07:38:00,2025-05-29 07:41:14,3.2333333333333334
7047,7,DOWN,천왕,0,석남,2025-05-29 07:40:40,2025-05-29 07:41:14,0.5666666666666667
7071,7,DOWN,상봉,0,석남,2025-05-29 07:41:20,2025-05-29 07:41:14,-0.1
7051,7,DOWN,보라매,0,석남,2025-05-29 07:37:10,2025-05-29 07:41:14,4.066666666666666
7079,7,DOWN,마들,0,석남,2025-05-29 07:41:20,2025-05-29 07:41:14,-0.1
7039,7,DOWN,신중동,0,석남,2025-05-29 07:39:10,2025-05-29 07:41:14,2.066666666666667
8056,8,UP,가락시장,0,별내,2025-05-29 07:50:00,2025-05-29 07:41:16,-8.733333333333333
1604,1,UP,부개,1,동두천,2025-05-29 07:39:30,2025-05-29 07:41:17,1.7833333333333334
3041,3,DOWN,충무로,0,오금,2025-05-29 07:39:30,2025-05-29 07:41:18,1.8
3051,3,DOWN,녹번,0,오금,2025-05-29 07:40:30,2025-05-29 07:41:19,0.8166666666666667
8054,8,UP,석촌,0,별내,2025-05-29 07:48:50,2025-05-29 07:41:20,-7.5
53,1,DOWN,양주,0,부평,2025-05-29 07:41:00,2025-05-29 07:41:21,0.35
27,1,DOWN,도원,0,인천,2025-05-29 07:40:00,2025-05-29 07:41:21,1.35
49,1,DOWN,도봉산,0,인천,2025-05-29 07:40:30,2025-05-29 07:41:22,0.8666666666666667
5526,5,UP,둔촌동,0,방화,2025-05-29 07:40:50,2025-05-29 07:41:22,0.5333333333333333
8029,8,DOWN,"남한산성입구(성남법원,검찰청)",0,모란,2025-05-29 07:49:40,2025-05-29 07:41:22,-8.3
5028,5,UP,서대문,0,방화,2025-05-29 07:39:40,2025-05-29 07:41:22,1.7
5520,5,UP,신금호,0,방화,2025-05-29 07:40:40,2025-05-29 07:41:22,0.7
5514,5,UP,영등포시장,0,방화,2025-05-29 07:40:10,2025-05-29 07:41:22,1.2
5024,5,UP,오목교(목동운동장앞),0,방화,2025-05-29 07:40:00,2025-05-29 07:41:22,1.3666666666666667
5038,5,UP,군자(능동),0,방화,2025-05-29 07:40:40,2025-05-29 07:41:22,0.7
5528,5,UP,오금,0,방화,2025-05-29 07:41:30,2025-05-29 07:41:22,-0.13333333333333333
5022,5,UP,우장산,0,방화,2025-05-29 07:39:10,2025-05-29 07:41:22,2.2
759,1,DOWN,직산,0,천안,2025-05-29 07:40:00,2025-05-29 07:41:23,1.3833333333333333
4524,4,UP,대공원,0,불암산,2025-05-29 07:40:00,2025-05-29 07:41:24,1.4
7048,7,UP,신풍,0,도봉산,2025-05-29 07:41:30,2025-05-29 07:41:25,-0.08333333333333333
7028,7,UP,태릉입구,0,도봉산,2025-05-29 07:40:40,2025-05-29 07:41:25,0.75
4308,4,UP,남태령,0,불암산,2025-05-29 07:41:30,2025-05-29 07:41:25,-0.08333333333333333
7038,7,UP,논현,0,장암,2025-05-29 07:40:50,2025-05-29 07:41:25,0.5833333333333334
7056,7,UP,온수,0,도봉산,2025-05-29 07:40:30,2025-05-29 07:41:25,0.9166666666666666
7052,7,UP,철산,0,장암,2025-05-29 07:40:10,2025-05-29 07:41:25,1.25
7046,7,UP,신대방삼거리,0,장암,2025-05-29 07:41:10,2025-05-29 07:41:25,0.25
7032,7,UP,용마산,0,도봉산,2025-05-29 07:41:40,2025-05-29 07:41:25,-0.25
7058,7,UP,까치울,0,장암,2025-05-29 07:41:30,2025-05-29 07:41:25,-0.08333333333333333
4531,4,DOWN,명동,0,오이도,2025-05-29 07:35:00,2025-05-29 07:41:28,6.466666666666667
410,1,UP,석계,0,광운대,2025-05-29 07:38:30,2025-05-29 07:41:29,2.9833333333333334
43,1,DOWN,동대문,0,인천,2025-05-29 07:39:30,2025-05-29 07:41:29,1.9833333333333334
4029,4,DOWN,미아,0,사당,2025-05-29 07:38:30,2025-05-29 07:41:29,2.9833333333333334
4027,4,DOWN,미아사거리,0,사당,2025-05-29 07:34:00,2025-05-29 07:41:29,7.483333333333333
1031,1,DOWN,제물포,1,동인천,2025-05-29 07:38:30,2025-05-29 07:41:30,3.0
4539,4,DOWN,창동,0,오이도,2025-05-29 07:38:30,2025-05-29 07:41:30,3.0
4537,4,DOWN,쌍문,0,오이도,2025-05-29 07:37:00,2025-05-29 07:41:30,4.5
1024,1,UP,영등포,1,용산,2025-05-29 07:40:30,2025-05-29 07:41:34,1.0666666666666667
35,1,DOWN,온수,0,인천,2025-05-29 07:42:00,2025-05-29 07:41:35,-0.4166666666666667
422,1,UP,군포,0,광운대,2025-05-29 07:39:30,2025-05-29 07:41:36,2.1
3062,3,UP,독립문,0,대화,2025-05-29 07:40:00,2025-05-29 07:41:38,1.6333333333333333
3068,3,UP,동대입구,0,대화,2025-05-29 07:40:30,2025-05-29 07:41:38,1.1333333333333333
3066,3,UP,을지로3가,0,구파발,2025-05-29 07:40:00,2025-05-29 07:41:38,1.6333333333333333
423,1,DOWN,청량리,0,서동탄,2025-05-29 07:41:00,2025-05-29 07:41:39,0.65
3074,3,UP,잠원,0,구파발,2025-05-29 07:42:00,2025-05-29 07:41:39,-0.35
1901,1,DOWN,평택,1,신창,2025-05-29 07:42:00,2025-05-29 07:41:41,-0.31666666666666665
5034,5,UP,왕십리,0,방화,2025-05-29 07:41:20,2025-05-29 07:41:42,0.36666666666666664
5044,5,UP,명일,0,방화,2025-05-29 07:41:20,2025-05-29 07:41:42,0.36666666666666664
5026,5,UP,여의나루,0,방화,2025-05-29 07:39:30,2025-05-29 07:41:42,2.2
7026,7,UP,노원,0,장암,2025-05-29 07:41:10,2025-05-29 07:41:45,0.5833333333333334
7030,7,UP,상봉,0,장암,2025-05-29 07:40:20,2025-05-29 07:41:45,1.4166666666666667
7044,7,UP,상도(중앙대앞),0,도봉산,2025-05-29 07:40:20,2025-05-29 07:41:45,1.4166666666666667
8048,8,UP,암사역사공원,0,별내,2025-05-29 07:47:40,2025-05-29 07:41:46,-5.9
3052,3,UP,원당,0,대화,2025-05-29 07:41:00,2025-05-29 07:41:46,0.7666666666666667
615,1,DOWN,세마,0,신창,2025-05-29 07:35:00,2025-05-29 07:41:47,6.783333333333333
4527,4,DOWN,남태령,0,오이도,2025-05-29 07:39:30,2025-05-29 07:41:47,2.283333333333333
8058,8,UP,장지,0,별내,2025-05-29 07:51:20,2025-05-29 07:41:48,-9.533333333333333
41,1,DOWN,시청,0,인천,2025-05-29 07:40:30,2025-05-29 07:41:49,1.3166666666666667
16,1,UP,신이문,0,동두천,2025-05-29 07:40:00,2025-05-29 07:41:50,1.8333333333333333
4028,4,UP,동작,0,불암산,2025-05-29 07:39:30,2025-05-29 07:41:50,2.3333333333333335
4528,4,UP,평촌,0,불암산,2025-05-29 07:41:00,2025-05-29 07:41:50,0.8333333333333334
3056,3,UP,구파발,0,대화,2025-05-29 07:39:00,2025-05-29 07:41:51,2.85
612,1,UP,수원,0,청량리,2025-05-29 07:41:30,2025-05-29 07:41:51,0.35
5027,5,DOWN,공덕,0,하남검단산,2025-05-29 07:41:50,2025-05-29 07:41:52,0.03333333333333333
5025,5,DOWN,종로3가,0,하남검단산,2025-05-29 07:41:50,2025-05-29 07:41:52,0.03333333333333333
5021,5,DOWN,군자(능동),0,하남검단산,2025-05-29 07:40:10,2025-05-29 07:41:52,1.7
5535,5,DOWN,답십리,0,마천,2025-05-29 07:40:50,2025-05-29 07:41:52,1.0333333333333334
3069,3,DOWN,마두,0,오금,2025-05-29 07:42:30,2025-05-29 07:41:52,-0.6333333333333333
5029,5,DOWN,영등포시장,0,하남검단산,2025-05-29 07:40:40,2025-05-29 07:41:52,1.2
5541,5,DOWN,충정로,0,마천,2025-05-29 07:40:40,2025-05-29 07:41:52,1.2
619,1,DOWN,안양,0,신창,2025-05-29 07:39:00,2025-05-29 07:41:54,2.9
7077,7,DOWN,중계,0,온수,2025-05-29 07:41:40,2025-05-29 07:41:55,0.25
7057,7,DOWN,총신대입구(이수),0,석남,2025-05-29 07:41:50,2025-05-29 07:41:55,0.08333333333333333
7061,7,DOWN,학동,0,석남,2025-05-29 07:41:30,2025-05-29 07:41:55,0.4166666666666667
1030,1,UP,송내,1,용산,2025-05-29 07:42:30,2025-05-29 07:41:55,-0.5833333333333334
6039,6,DOWN,마포구청,0,신내,2025-05-29 07:41:40,2025-05-29 07:41:56,0.26666666666666666
6041,6,DOWN,디지털미디어시티,0,봉화산,2025-05-29 07:41:30,2025-05-29 07:41:56,0.43333333333333335
912,1,UP,녹양,0,양주,2025-05-29 07:41:30,2025-05-29 07:41:56,0.43333333333333335
6043,6,DOWN,새절(신사),0,봉화산,2025-05-29 07:41:40,2025-05-29 07:41:56,0.26666666666666666
8043,8,DOWN,장자호수공원,0,모란,2025-05-29 07:49:10,2025-05-29 07:41:57,-7.216666666666667
6029,6,DOWN,보문,0,봉화산,2025-05-29 07:42:20,2025-05-29 07:41:57,-0.38333333333333336
8033,8,DOWN,장지,0,모란,2025-05-29 07:51:30,2025-05-29 07:42:00,-9.5
3029,3,DOWN,대치,0,오금,2025-05-29 07:41:30,2025-05-29 07:42:00,0.5
417,1,DOWN,석수,0,서동탄,2025-05-29 07:40:00,2025-05-29 07:42:00,2.0
3025,3,DOWN,수서,0,오금,2025-05-29 07:38:00,2025-05-29 07:42:00,4.0
3027,3,DOWN,일원,0,오금,2025-05-29 07:41:00,2025-05-29 07:42:00,1.0
3033,3,DOWN,교대,0,오금,2025-05-29 07:41:00,2025-05-29 07:42:01,1.0166666666666666
8052,8,UP,강동구청,0,별내,2025-05-29 07:51:00,2025-05-29 07:42:01,-8.983333333333333
20,1,UP,서울,0,연천,2025-05-29 07:37:30,2025-05-29 07:42:01,4.516666666666667
5050,5,UP,하남풍산,0,방화,2025-05-29 07:42:20,2025-05-29 07:42:01,-0.31666666666666665
3039,3,DOWN,약수,0,오금,2025-05-29 07:39:00,2025-05-29 07:42:01,3.0166666666666666
606,1,UP,남영,0,광운대,2025-05-29 07:37:30,2025-05-29 07:42:01,4.516666666666667
